X,y
-10,-21.02628678
-9.698492462,-25.80460687
-9.396984925,-19.21547662
-9.095477387,-11.91123854
-8.793969849,-25.66719685
-8.492462312,-25.36555797
-8.190954774,-10.55725225
-7.889447236,-16.7499694
-7.587939698,-26.34373479
-7.286432161,-17.94595181
-6.984924623,-25.69226617
-6.683417085,-25.40925511
-6.381909548,-19.44621138
-6.08040201,-36.38664397
-5.778894472,-34.57823713
-5.477386935,-24.97568717
-5.175879397,-28.27852836
-4.874371859,-17.3603932
-4.572864322,-26.83705693
-4.271356784,-30.56978639
-3.969849246,-7.244659095
-3.668341709,-20.47455211
-3.366834171,-17.82660853
-3.065326633,-29.46331212
-2.763819095,-22.11888089
-2.462311558,-16.57493084
-2.16080402,-26.36875264
-1.859296482,-13.85371234
-1.557788945,-21.36289846
-1.256281407,-18.58983141
-0.954773869,-20.76842677
-0.653266332,-0.835040856
-0.351758794,-15.45973659
-0.050251256,-23.51193869
0.25125628140703427,-8.168384422
0.5527638190954764,-24.21398538
0.8542713567839186,-12.47481988
1.1557788944723608,-29.5215821
1.457286432160803,-24.16820196
1.7587939698492452,-11.66631614
2.0603015075376874,-7.031965852
2.3618090452261296,-11.26724471
2.6633165829145717,-13.26186968
2.964824120603014,-14.44400544
3.266331658291456,-23.56184426
3.5678391959798983,-17.19091447
3.8693467336683405,-14.81576343
4.170854271356783,-2.372167919
4.472361809045225,-7.778691874
4.773869346733667,-24.3304519
5.075376884422109,-7.33195136
5.376884422110551,-12.70377382
5.678391959798994,-14.73698404
5.979899497487436,-4.126690192
6.281407035175878,-0.470596785
6.582914572864318,-0.966844474
6.884422110552762,-14.82931808
7.185929648241206,-10.28776936
7.487437185929647,-4.862455363
7.788944723618087,0.5933057405969606
8.090452261306531,-10.74294164
8.391959798994975,-8.093312014
8.693467336683415,-15.15721246
8.994974874371856,-15.57467812
9.296482412,0.7966889912138839
9.597989949748744,5.447910178315327
9.899497487437184,-5.676583485
10.201005025125625,3.229268208261818
10.502512562814069,-1.604399237
10.804020100502512,-9.356937936
11.105527638190953,-1.003307518
11.407035175879393,8.711327707607147
11.708542713567837,-3.578065599
12.010050251256281,9.527199497768331
12.311557788944722,-23.64640304
12.613065326633162,4.188285361634953
12.914572864321606,-1.38905059
13.21608040201005,-4.175978402
13.51758793969849,-0.748325848
13.81909547738693,-17.08145584
14.120603015075375,-2.636772088
14.422110552763819,2.279011125
14.723618090452259,11.546770448384388
15.02512563,-4.121036118
15.326633165829143,-6.141315657
15.628140703517587,-3.385915645
15.929648241206028,8.252865182822621
16.23115577889447,3.861164656171944
16.532663316582912,-2.705418314
16.834170854271356,5.940310319178205
17.135678391959797,2.9122987867441195
17.437185929648237,10.186345853911352
17.73869346733668,-2.877731284
18.040201005025125,0.4189038322429792
18.341708542713565,0.20484331765630426
18.643216080402006,-8.064903505
18.94472361809045,6.313685834607059
19.246231155778894,6.334673333218008
19.547738693467334,4.588646346607021
19.849246231155774,2.972549164154599
20.15075376884422,-6.172212168
20.452261306532662,2.087098724
20.753768844221103,3.012052712006947
21.055276381909543,-0.362941772
21.356783919597987,5.066498226269914
21.65829145728643,9.890698311802739
21.95979899497487,22.04928620465911
22.261306532663312,8.657929035318023
22.562814070351756,9.623217196
22.86432161,7.268754281910862
23.165829145728637,-7.184340577
23.46733668341708,8.255225679823345
23.768844221105525,9.250685900633735
24.07035175879397,28.776288658676258
24.371859296482413,7.832971578233432
24.67336683417085,12.085745572839748
24.974874371859293,9.697180214217347
25.276381909547737,0.926957609
25.577889447236174,19.72047196335634
25.879396984924618,16.894861246418813
26.180904522613062,17.509160098957437
26.482412060301506,4.207312421943595
26.78391959798995,23.006274085478744
27.085427135678387,0.8706186333401398
27.38693467336683,17.081791423768994
27.688442211055275,30.212087217535103
27.98994974874371,5.065659147698205
28.291457286432156,8.76107545
28.59296482,14.390175744821729
28.894472361809044,9.866667128879449
