X1,X2,y
42,272,95
33,226,77
33,259,80
45,292,100
39,311,97
36,183,70
32,173,50
41,236,80
40,230,92
38,235,84
36.86902154501571,185.84818195721408,70.69206432474206
44.35928598332891,296.8157745975591,100.04443400340392
41.51592124354826,297.2576918885396,104.13474132684965
39.78256029456148,260.3680011,90.72634333775287
34.02824232575168,219.7861111647207,76.39184726643165
34.027928764370635,221.1909212965472,75.78094877138062
32.755086958186595,273.1818837,78.02528911852436
43.26028989507416,296.80121587345565,99.17106953015805
39.81449515266171,295.4179265485862,100.59821805862492
41.20494351134859,280.62282532835206,98.63460009524638
32.267598425845435,261.6003671692917,78.86508839757636
44.60882807810593,184.61131516931675,80.02670336826003
42.82175433040548,195.3047625450567,85.66125801590458
34.76040843881759,297.0004780167369,87.19442556428038
34.36372457369231,256.6872102330234,83.56142094712426
34.38425862809464,174.26919312309488,61.90836412011384
35.95514915847399,187.00307291551243,66.79443369621546
38.82183361121909,264.5632441369117,94.25581091050583
37.615285242347504,173.69849857077818,71.43167467740594
35.78597882257454,195.19151109561483,73.49619536487575
39.954087631390934,248.7252629325889,93.42301990992755
33.81342018847654,268.48153728159167,82.72951201
35.79788043095783,262.9706538113589,87.60467294818997
36.762703962817994,203.94916470555725,71.14628506376005
37.928909794821465,271.28073254595995,90.59834436417435
42.207287498109174,205.74037407455842,80.03555253
34.59575916805868,217.90515834597895,73.19526383244182
38.68504769937695,276.01581390628735,94.03903610911742
39.701389395206554,262.64934006851564,85.48190423554652
32.60385536535997,290.19283064819655,96.12294083468477
39.89808307,263.7505791374474,85.05708517089062
34.21681360793479,251.4265872602951,73.40516923455338
32.84567070880863,185.92711796027677,69.09943700186109
44.33551198429333,223.74478082220182,91.53288683
44.55321642996927,209.5979267400781,87.92047153343438
42.50916552551399,206.67057078631353,84.45174160657736
35.95997899925382,307.2754565558375,94.00122987047851
33.26973748208299,227.24748600401293,68.40633534592136
40.89502934465804,296.10242461444165,98.89780108644658
37.721982418614814,260.0971303876223,82.86919934400646
33.586497052982125,282.6839598887475,90.27401856579183
38.43729983144651,242.3639188485165,82.65908555737965
32.44705077449784,252.61273607843756,73.13673814565774
43.82116522702417,240.96744174700322,88.99766623233484
35.36413976080022,199.94353231613013,71.93865862972295
40.612789696601766,272.69839190608775,90.21321000904739
36.05224398916234,211.7465860168381,69.29177054143477
38.76088427531154,176.35560336754062,70.70013215963947
39.107233631462634,262.07517683518915,89.84364778275099
34.403107921831854,197.44127375817277,65.45347436
44.60460016093926,302.78328464070216,102.79477899560939
42.07672670369449,304.6421436263571,103.1866483280643
44.21348624033446,299.2512858504219,96.59507142
43.632755555559434,224.08190063525132,79.62979817
39.772699724544104,175.13301308098372,67.03558637691862
43.984365055300515,301.1079616371061,102.85251668048204
33.15040252667495,232.08941246778937,75.33426057927745
34.54777721144889,306.39836502802643,99.27740615707492
32.587954755836996,305.97955683831685,93.36251379019814
36.22929429992244,290.7153048544957,90.03493613
37.052804765963266,213.63394710560283,75.11496213293945
35.52753741306065,226.1434865470657,70.79086551035974
42.773587618975085,290.45686066932626,99.81951511660807
36.63779324701666,216.7352367115663,73.86241183762436
35.65214862593595,196.38999904268076,71.11626385
39.05504908105723,249.83857421925234,81.74697886326598
33.83201492467192,302.1893588341878,92.58245142872396
42.428560749802514,269.0521119411463,102.43627041322569
32.96915836783702,251.66844147233235,77.24362364829497
44.829530175806724,186.41035614036605,82.14814843707543
42.03918200085655,257.87099728448544,95.24668998092363
34.58330385994424,309.62743131438833,90.64679440925768
32.07178752260683,192.3315941026403,64.74295711231211
42.600998569912846,244.52949202619567,89.73975378468573
41.18914547001902,294.0774839260579,98.97699445679861
41.47709318453283,275.22606925008023,90.92312530102238
42.026514506917295,269.1881723,94.36361021632382
32.96258047254317,269.94280359022105,84.24498145
36.66005447107554,222.6097788683262,83.87087159064343
33.50629777382669,213.51567450850007,75.03089584526046
43.22034453638271,284.69183945603487,110.04697370739764
40.10287564875826,284.7956484657269,91.11594694515661
36.30167432308444,292.6559799640543,95.71956772092145
32.826258553718304,299.02719625279303,88.81059298721566
36.042770182303606,243.56525104280942,91.26283294490808
36.22738318634771,242.20924866683356,76.23490192507879
41.48488031839483,283.1647347,92.32799333442611
40.28824712761777,262.6950224473316,87.40504696516703
43.533765653492246,269.87142906156305,85.87389616701927
38.13879402710534,282.81938838218196,89.15263344
33.554725197197925,295.82073717082415,84.41715233066988
41.27218223389893,219.64333164551195,83.15860560094877
