,X,y
0,-50.0,-57.34645759283761
1,-49.66555183946488,-54.72709068113912
2,-49.331103678929765,-43.27910803538204
3,-48.99665551839465,-44.108508262210194
4,-48.66220735785953,-49.13987090655478
5,-48.32775919732441,-47.63047643919976
6,-47.9933110367893,-37.433159422587686
7,-47.65886287625418,-52.98721968135874
8,-47.324414715719065,-42.97408697577374
9,-46.98996655518395,-49.00860410087204
10,-46.65551839464883,-48.8058086220802
11,-46.32107023411371,-37.28146699222259
12,-45.986622073578594,-39.270583107180336
13,-45.65217391304348,-39.03734200703805
14,-45.31772575250836,-34.52115589169656
15,-44.98327759197324,-45.10474493809479
16,-44.64882943143813,-39.15222917543093
17,-44.31438127090301,-47.25164870194739
18,-43.979933110367895,-41.52451911421613
19,-43.64548494983278,-45.05170091195809
20,-43.31103678929766,-42.78657108685955
21,-42.97658862876254,-38.21775391254877
22,-42.642140468227424,-49.897016275711934
23,-42.30769230769231,-24.82240046436589
24,-41.97324414715719,-50.82439188990465
25,-41.63879598662207,-52.25939919531779
26,-41.30434782608695,-31.760405401336374
27,-40.969899665551836,-34.54076676686688
28,-40.63545150501672,-35.6304330600734
29,-40.30100334448161,-35.260066515735225
30,-39.96655518394649,-40.37065275314526
31,-39.63210702341137,-47.55876918104094
32,-39.297658862876254,-38.95332011822958
33,-38.96321070234114,-45.01908525019408
34,-38.62876254180602,-30.64024480775513
35,-38.2943143812709,-39.844302124039075
36,-37.95986622073579,-45.276592393472136
37,-37.62541806020067,-40.65719771425111
38,-37.290969899665555,-34.081052538322744
39,-36.95652173913044,-42.04818043796422
40,-36.62207357859532,-43.91094694090998
41,-36.2876254180602,-34.51628412037894
42,-35.953177257525084,-34.17096140310094
43,-35.618729096989966,-40.22774608764457
44,-35.28428093645485,-39.58810653421059
45,-34.94983277591973,-33.27740830837982
46,-34.61538461538461,-47.224101518111866
47,-34.280936454849495,-46.544378537050214
48,-33.94648829431438,-40.35326417496008
49,-33.61204013377926,-35.72634092332996
50,-33.27759197324414,-30.9348776656611
51,-32.94314381270903,-20.702615968637836
52,-32.608695652173914,-25.618588854956748
53,-32.274247491638796,-33.933724996327925
54,-31.93979933110368,-32.40143709827653
55,-31.60535117056856,-40.42685076998994
56,-31.270903010033443,-31.72826466596876
57,-30.93645484949833,-33.6900532803195
58,-30.60200668896321,-28.15889892608945
59,-30.267558528428093,-37.59902154862284
60,-29.933110367892976,-25.81866499684301
61,-29.598662207357858,-16.87038144683595
62,-29.264214046822744,-30.488675308706036
63,-28.929765886287626,-25.815216248446625
64,-28.59531772575251,-23.029093796208052
65,-28.26086956521739,-31.971243576246998
66,-27.926421404682273,-26.321635309293733
67,-27.59197324414716,-27.784937837501904
68,-27.25752508361204,-26.727278245946973
69,-26.923076923076923,-33.79366008584839
70,-26.588628762541806,-26.680292281340794
71,-26.254180602006688,-22.321195126420367
72,-25.919732441471574,-13.88501177521372
73,-25.585284280936456,-17.7314822592122
74,-25.25083612040134,-7.248785231553111
75,-24.91638795986622,-31.73884224441464
76,-24.581939799331103,-17.46721438720534
77,-24.247491638795985,-22.989084590019996
78,-23.91304347826087,-5.599718545910658
79,-23.578595317725753,-30.749130743244542
80,-23.244147157190636,-30.68178281572723
81,-22.909698996655518,-28.304536482929706
82,-22.5752508361204,-40.92836449275376
83,-22.240802675585286,-27.009720359871757
84,-21.906354515050168,-28.6589821382566
85,-21.57190635451505,-20.593559169467287
86,-21.237458193979933,-18.63253239987408
87,-20.903010033444815,-5.255557900109782
88,-20.568561872909697,-12.789959248328271
89,-20.234113712374583,-25.43779478550501
90,-19.899665551839465,-27.83619025830051
91,-19.565217391304348,-15.68390443349905
92,-19.23076923076923,-30.752751490444687
93,-18.896321070234112,-3.628921560472106
94,-18.561872909698998,-8.836631883568058
95,-18.22742474916388,-22.51541779205387
96,-17.892976588628763,-32.75462008590122
97,-17.558528428093645,-6.350613247687637
98,-17.224080267558527,-18.49766895220578
99,-16.88963210702341,-6.668193455248986
100,-16.55518394648829,-30.407819046240412
101,-16.220735785953174,-21.615423481060244
102,-15.886287625418063,-16.141716177813507
103,-15.551839464882946,-15.452504417882638
104,-15.217391304347828,-19.3429478119214
105,-14.88294314381271,-9.888718718858971
106,-14.548494983277592,-23.923268633029643
107,-14.214046822742475,-15.72427244542347
108,-13.879598662207357,-13.157085792656218
109,-13.54515050167224,-9.472420412172873
110,-13.210702341137122,-7.461975877381559
111,-12.876254180602004,-22.735711961223892
112,-12.541806020066886,-25.881776471319675
113,-12.207357859531776,-1.6471048733944489
114,-11.872909698996658,-9.348240597170129
115,-11.53846153846154,-18.200597099192247
116,-11.204013377926422,1.6807784140150215
117,-10.869565217391305,-10.186330825902006
118,-10.535117056856187,-0.8110909923136624
119,-10.20066889632107,-9.926761804335143
120,-9.866220735785951,7.350136625710938
121,-9.531772575250834,5.088624585516403
122,-9.197324414715716,-11.613519676787842
123,-8.862876254180605,-0.9045231710685844
124,-8.528428093645488,-3.342732522171734
125,-8.19397993311037,3.1393883059145935
126,-7.859531772575252,-16.36138118750614
127,-7.5250836120401345,-1.9936462020534007
128,-7.190635451505017,1.50597268671648
129,-6.856187290969899,-22.10547292556637
130,-6.521739130434781,-16.87943648809387
131,-6.187290969899664,-23.820764480860518
132,-5.852842809364546,-8.442800902143286
133,-5.518394648829428,0.2807145254362515
134,-5.183946488294318,7.286088454521921
135,-4.8494983277592,-4.519692694191111
136,-4.515050167224082,9.0281819701319
137,-4.180602006688964,-16.211464401515542
138,-3.8461538461538467,-18.624904580672663
139,-3.511705685618729,-4.283861126239988
140,-3.1772575250836113,-0.21270120909949908
141,-2.8428093645484935,-3.4207147233482846
142,-2.508361204013376,-20.381619054352328
143,-2.173913043478258,-3.231433379336959
144,-1.8394648829431475,-13.2274556372344
145,-1.5050167224080298,3.887199942647297
146,-1.170568561872912,1.6455165299502983
147,-0.8361204013377943,-9.125098585120314
148,-0.5016722408026766,-5.169541038164572
149,-0.16722408026755886,-9.470539016323649
150,0.16722408026755886,-0.665548246554402
151,0.5016722408026766,8.3203819650632
152,0.8361204013377943,-7.842550992514327
153,1.170568561872912,5.1549639437745896
154,1.5050167224080298,-3.3021730337577164
155,1.8394648829431404,-5.199954191286785
156,2.173913043478258,0.9641549838645165
157,2.508361204013376,-6.591198536551304
158,2.8428093645484935,-2.1632097309025538
159,3.1772575250836113,-7.304704561921601
160,3.511705685618729,19.911869315408037
161,3.8461538461538467,3.8458940379135402
162,4.180602006688964,-2.067064811248013
163,4.515050167224082,6.033879408464969
164,4.8494983277592,3.5947099053871465
165,5.183946488294318,3.0057048922619227
166,5.518394648829428,10.438811599198543
167,5.852842809364546,11.99165834476664
168,6.187290969899664,1.3780312152101803
169,6.521739130434781,1.3272840849550018
170,6.856187290969899,4.218247865180925
171,7.190635451505017,-12.675694448747453
172,7.5250836120401345,-5.65404041664756
173,7.859531772575252,19.177963045853712
174,8.19397993311037,21.876205497871283
175,8.528428093645488,6.1116217574162714
176,8.862876254180605,13.46361044015462
177,9.197324414715716,11.542950728335772
178,9.531772575250834,35.40225944712036
179,9.866220735785951,19.082607482979853
180,10.20066889632107,8.813369368734552
181,10.535117056856187,2.113023311752567
182,10.869565217391305,-3.085228504798062
183,11.204013377926422,12.633454282797818
184,11.53846153846154,4.809480203544961
185,11.872909698996658,-0.5162468325835725
186,12.207357859531776,6.411488343470299
187,12.541806020066886,3.048647989344529
188,12.876254180602004,26.916958078718803
189,13.210702341137122,20.40464027520745
190,13.54515050167224,13.17738305048099
191,13.879598662207357,26.159123842772576
192,14.214046822742475,14.57167743774723
193,14.548494983277592,6.927579271987351
194,14.88294314381271,27.529497800604794
195,15.217391304347828,19.498126675667425
196,15.551839464882946,6.435247153108065
197,15.886287625418063,13.968408861707394
198,16.22073578595318,8.477980632182744
199,16.5551839464883,4.501386233291441
200,16.889632107023417,24.46214126104237
201,17.224080267558534,33.15412171155464
202,17.558528428093652,5.370704050630952
203,17.892976588628756,22.378215100498608
204,18.227424749163873,12.396962911628343
205,18.56187290969899,14.121307147699074
206,18.89632107023411,13.56097271420372
207,19.230769230769226,11.586847688490788
208,19.565217391304344,19.677651228835373
209,19.899665551839462,12.53658956234564
210,20.23411371237458,22.23299673150321
211,20.568561872909697,19.841537942592034
212,20.903010033444815,18.57195163508033
213,21.237458193979933,13.223167066626349
214,21.57190635451505,16.36935004468422
215,21.906354515050168,28.027179934569094
216,22.240802675585286,26.198598770392522
217,22.575250836120404,13.96603125533272
218,22.90969899665552,23.454023592803942
219,23.24414715719064,29.330937705850843
220,23.578595317725757,9.088650428194097
221,23.913043478260875,28.23160511349032
222,24.247491638795992,18.315189687756295
223,24.58193979933111,29.132028482372963
224,24.916387959866228,18.128685129254833
225,25.25083612040133,9.60933826475292
226,25.58528428093645,11.451173558929565
227,25.919732441471567,26.028454488093313
228,26.254180602006684,28.16182186663928
229,26.588628762541802,18.601937449154327
230,26.92307692307692,32.0511128226846
231,27.257525083612038,12.834604554325878
232,27.591973244147155,26.730294955644965
233,27.926421404682273,17.33278370670139
234,28.26086956521739,22.420262648899037
235,28.59531772575251,28.698206431942026
236,28.929765886287626,21.31625228137403
237,29.264214046822744,25.695491920869227
238,29.59866220735786,37.8521510856806
239,29.93311036789298,24.729529476946215
240,30.267558528428097,37.0709414809818
241,30.602006688963215,20.69949842437346
242,30.936454849498332,35.13979036177824
243,31.27090301003345,43.2242362856256
244,31.605351170568568,10.296372919486608
245,31.939799331103686,24.866189659604633
246,32.27424749163879,36.87936057267338
247,32.60869565217391,30.58280987080847
248,32.943143812709025,35.79788373636515
249,33.27759197324414,27.84371788615967
250,33.61204013377926,34.04805332729891
251,33.94648829431438,32.3232317934817
252,34.280936454849495,43.90708397895786
253,34.61538461538461,36.477961783444925
254,34.94983277591973,37.51945540355895
255,35.28428093645485,31.483326724413878
256,35.618729096989966,31.174076192373775
257,35.953177257525084,31.97643266105831
258,36.2876254180602,39.34046862827573
259,36.62207357859532,32.74370549162309
260,36.95652173913044,39.11960802274995
261,37.290969899665555,54.63187668815179
262,37.62541806020067,44.72997803937006
263,37.95986622073579,34.88866619730914
264,38.29431438127091,48.204632719664446
265,38.628762541806026,34.86012187112284
266,38.963210702341144,21.339152153329387
267,39.29765886287625,30.428925220078316
268,39.632107023411365,23.430375694691595
269,39.96655518394648,36.67869056959536
270,40.3010033444816,40.15755956759279
271,40.63545150501672,54.585168659356626
272,40.969899665551836,43.44878234254722
273,41.30434782608695,39.14199333121161
274,41.63879598662207,48.38874342668173
275,41.97324414715719,22.878594020590167
276,42.30769230769231,44.01041605161512
277,42.642140468227424,48.89449461626665
278,42.97658862876254,30.108605539633892
279,43.31103678929766,52.73294615655656
280,43.64548494983278,46.2227044135353
281,43.979933110367895,40.14998584221109
282,44.31438127090301,49.39302713280644
283,44.64882943143813,63.6497187227755
284,44.98327759197325,46.22914075997046
285,45.317725752508366,47.127600736061225
286,45.652173913043484,41.44760626695141
287,45.9866220735786,38.46294493312787
288,46.321070234113705,53.078924674739795
289,46.65551839464882,39.07880587442345
290,46.98996655518394,47.29827957154878
291,47.32441471571906,42.96432641821557
292,47.658862876254176,51.43019139509851
293,47.993311036789294,50.52943893172836
294,48.32775919732441,56.84684872351656
295,48.66220735785953,44.027067967594185
296,48.99665551839465,46.40271856840099
297,49.331103678929765,40.71161209478015
298,49.66555183946488,45.58905912881794
299,50.0,52.90705419088125
