,X1,X2,y
0,-7.229345099836064,6.339075920322461,0
1,-10.65526849126947,-6.956122406400883,1
2,7.705602942732842,0.84155208444352,1
3,-3.058149037437771,6.9653652008133555,0
4,-5.197927700121747,-7.451415115506118,1
5,-5.717157047989327,-8.078626949548362,1
6,-5.254209403059698,7.1890390558841935,0
7,-6.500987635059496,-6.950442946504738,1
8,3.1452102350924696,1.773838404910921,1
9,-7.754373199925221,-6.843582122980779,1
10,3.7346767982885645,0.4590024788805791,1
11,-0.8871638124423846,7.865330882505927,0
12,7.626125560746875,-0.7597532353907703,1
13,-1.7099509080823165,10.60407802445116,0
14,-6.473942391496292,-3.9745484751723326,1
15,6.121673117817524,-0.4890655970516278,1
16,-2.6100117932652176,10.419232185247155,0
17,-10.410138586823228,7.858896560156374,0
18,-8.723130171650416,8.815195440590195,0
19,-4.058066586661189,7.339596854485382,0
20,2.6818842328813037,2.761326615307531,1
21,-2.2167885900460926,6.270747954766636,0
22,5.447058584506174,2.4089199003016826,1
23,-6.646594115707934,7.2314725499965204,0
24,-9.46333481700675,7.595248905556334,0
25,-6.3273941918216545,-7.4694878664243145,1
26,-7.236595295540467,-4.774519409260183,1
27,-7.738207534524845,7.919163501997653,0
28,-8.464457384419047,8.569006029371515,0
29,-1.1735951541622671,9.92623388002644,0
30,-6.9254817694536674,-7.640904272863217,1
31,-1.371661471700873,10.913022168197474,0
32,-3.895948478235714,8.221469306754441,0
33,-4.368658091510553,9.289891858415094,0
34,-6.360022968431438,-7.725688854678095,1
35,-7.214154456764244,-8.150698720134184,1
36,3.4887702824350972,2.314331780029409,1
37,2.3908539878675,2.258018774154844,1
38,-8.907576950149416,8.268270204531948,0
39,-7.4602763987687934,7.0239385335829905,0
40,-8.265073939513282,-7.056211281415454,1
41,6.4675491662441615,2.0025750622265948,1
42,-2.8167382660252667,9.514243728314767,0
43,-1.4017528971924846,7.7411436914856875,0
44,0.4923241020027054,9.901772759443537,0
45,6.942833635129898,1.6245192285618024,1
46,4.48261956666094,1.6638122445942198,1
47,5.636139665552547,0.3986707553677151,1
48,-7.8776112868993,-6.731107274507291,1
49,-9.562983575286651,7.636826047793161,0
50,-9.456851115015574,-8.67151734670593,1
51,-3.351586880173906,11.607475586510834,0
52,-10.00362555898193,7.983504694439668,0
53,-6.154904562494498,-7.896150931690798,1
54,5.118337202316124,4.599808858842973,1
55,-3.9271611915209435,9.454232393831704,0
56,-2.3696857119300523,8.309420212435644,0
57,-8.963957728638128,9.339687017127964,0
58,-6.487671114303522,-8.455794259493674,1
59,-10.720558472083997,6.037410190420825,0
60,-9.562531586776531,9.296609331758514,0
61,-1.7881482489606264,9.733586459475413,0
62,-7.7921977420742925,-6.813751453432967,1
63,-8.703758668918633,6.676337511311644,0
64,4.291329028357398,3.33336901527683,1
65,-8.43443337480343,-4.426930972482875,1
66,-5.985597748862947,-9.20623768045249,1
67,-9.471556603584718,3.930091858218164,0
68,4.737601755214127,1.4337306483342678,1
69,-6.811696912028513,-8.043439756251399,1
70,4.479523052874437,3.706112520703578,1
71,-6.549766809799277,-5.800898321834193,1
72,-5.24473230482754,-6.523920412654248,1
73,-8.658981575760905,6.37005059503387,0
74,-3.531710907456741,9.317328153613087,0
75,-9.785276979518988,9.844839521573846,0
76,-1.3702735187352126,7.2910760851907845,0
77,-7.682754000783601,-7.645712111012496,1
78,5.217982872213975,1.1839553100151674,1
79,-3.694708828348517,6.893500013638111,0
80,-6.423040960012305,-8.63166860021537,1
81,5.513646580101119,2.852853396910724,1
82,-7.986291428774707,-6.220053893285552,1
83,-0.9092456827317215,10.066992373959806,0
84,-11.055791709516022,8.388103434100719,0
85,-10.974062995930645,6.354851617664961,0
86,-9.615607094006489,9.95714281271553,0
87,-7.934649903038505,10.352079528126348,0
88,3.8647698087420466,0.2961406343163442,1
89,-2.0029071879860623,8.111118471751148,0
90,-8.570789061408146,7.388534082917311,0
91,-6.137901342069874,-4.861913524354886,1
92,3.2314545021285186,0.273305626037907,1
93,-6.75840148868921,-7.098057722824858,1
94,5.1051184529995295,0.925288532761557,1
95,-9.462984563136702,4.67816589217496,0
96,-1.3583133990604643,11.669796303913849,0
97,3.26576672476097,2.620114547909311,1
98,-2.003243775340971,11.167537321250679,0
99,-7.661426788051797,6.409849344475356,0
100,4.49003633229172,0.5238304325536083,1
101,4.798803119579849,2.900152628270197,1
102,6.860302378831594,0.2402279855831435,1
103,-8.887311643331756,9.802643805388417,0
104,-8.222307526561345,6.620647001405048,0
105,-2.4277054172283505,7.41412771123545,0
106,-3.5106228160167054,9.965722976706868,0
107,-10.86554721721875,4.245194576230588,0
108,-5.3443972443734005,9.27532216887552,0
109,-9.446622475041252,6.890681942642608,0
110,-8.590606123599994,-5.881911791034604,1
111,-10.19209435701691,7.256727016899931,0
112,-8.433491655165065,10.760943111373955,0
113,-8.527340476348812,6.653274845169835,0
114,-8.23686224985039,7.614285677527059,0
115,-9.36983553961726,-4.785647557191091,1
116,3.3421761760187856,1.889834185454212,1
117,-8.605294665137732,8.012954685110111,0
118,-8.296573316515504,-9.196908933888023,1
119,-7.216082748572659,-7.404858723845383,1
120,-1.8466649486497875,8.9123256504787,0
121,6.2683080892450445,1.9874959693681538,1
122,-7.687107053946936,-5.822561877119888,1
123,3.5770931100529246,2.183720985007423,1
124,-6.671820474773924,9.837751657832433,0
125,6.743178709162541,2.0769023765284174,1
126,3.4792858209372,1.1889162276649747,1
127,-7.522732450507612,-8.069891710526655,1
128,-8.393115849791126,-6.017799743553978,1
129,-8.497006757356331,6.533812832467284,0
130,-7.938515892821449,9.184336457684108,0
131,4.776625374196466,0.890955986543079,1
132,1.7454598961722745,1.8484016286228282,1
133,-5.585989364261609,-7.138972584296131,1
134,5.606080424623659,1.4114610233005611,1
135,-8.971741501977743,7.714153051577178,0
136,-7.987272643032855,7.584775687917604,0
137,-9.072293069079606,7.5289220765053555,0
138,1.6664248221943718,1.2371126535876664,1
139,3.4841827607185856,1.5232295056265412,1
140,-5.869286301490741,-8.460782072980066,1
141,-6.667627066696303,5.925827258464396,0
142,5.936527402772399,4.646352980598914,1
143,3.9804252083624494,2.2980395962414226,1
144,-6.640415577772152,-7.137686264169697,1
145,-10.04002864888971,8.303956746671291,0
146,-9.730669734865135,8.988146059049276,0
147,-3.2508619083266046,9.73286053455702,0
148,-2.557794100640091,7.378136875530977,0
149,-4.240928618282065,7.165646869880335,0
150,-7.243055083060317,-8.984509727641296,1
151,-7.6139555639429535,-6.194985207556861,1
152,3.9204651519567304,0.49027075329619985,1
153,2.241490495500873,3.86859100777231,1
154,-2.2667443268610956,9.553730459818693,0
155,-9.14767759999754,7.361163090091046,0
156,-2.2094663812704645,7.270251838001538,0
157,-7.393745401379921,5.243738393246943,0
158,-6.406983464245987,-7.456737345847401,1
159,-7.948190010310793,-9.406944534206273,1
160,-5.61987038356906,6.81554893088318,0
161,-8.942534557376074,8.192463852069652,0
162,5.899318661834652,2.403389013167985,1
163,4.775673187217907,2.806389519552411,1
164,-6.521185563111844,-5.504342215752227,1
165,-3.5911529234053505,8.68274007876231,0
166,3.814768176506205,3.1626126197701665,1
167,-6.8538414602858975,-4.5330973560905505,1
168,-9.856319802790827,6.976996825726596,0
169,-10.742126354007898,8.368277907936813,0
170,-5.438809298895369,-6.218473117897687,1
171,-2.0454288190877605,10.380049306169624,0
172,-2.14862707604088,8.910061846125688,0
173,-8.563198119053952,8.31612817612262,0
174,-8.55423552744419,5.201481154502579,0
175,-3.873751961371,10.116204573437754,0
176,-2.5593540778066823,11.20478724633793,0
